id,url,title,lesson_time,strengh
0,https://www.hiyd.com/bb/438/,0,5,4
1,https://www.hiyd.com/bb/439/,0,5,5
2,https://www.hiyd.com/bb/442/,0,4,4
3,https://www.hiyd.com/bb/443/,0,5,5
4,https://www.hiyd.com/bb/444/,0,5,2
5,https://www.hiyd.com/bb/446/,0,5,4
6,https://www.hiyd.com/bb/450/,0,5,4
7,https://www.hiyd.com/bb/451/,0,5,5
8,https://www.hiyd.com/bb/452/,0,5,4
9,https://www.hiyd.com/bb/455/,0,5,4
10,https://www.hiyd.com/bb/456/,0,5,4
11,https://www.hiyd.com/bb/457/,0,5,5
12,https://www.hiyd.com/bb/460/,0,5,5
13,https://www.hiyd.com/bb/462/,0,3,4
14,https://www.hiyd.com/bb/463/,0,5,3
15,https://www.hiyd.com/bb/464/,0,5,3
16,https://www.hiyd.com/bb/465/,0,5,5
17,https://www.hiyd.com/bb/466/,0,5,4
18,https://www.hiyd.com/bb/467/,0,4,2
19,https://www.hiyd.com/bb/469/,0,5,3
20,https://www.hiyd.com/bb/470/,0,5,3
21,https://www.hiyd.com/bb/471/,0,5,4
22,https://www.hiyd.com/bb/472/,0,5,4
23,https://www.hiyd.com/bb/473/,0,5,4
24,https://www.hiyd.com/bb/474/,0,5,4
25,https://www.hiyd.com/bb/475/,0,5,4
26,https://www.hiyd.com/bb/476/,0,5,3
27,https://www.hiyd.com/bb/477/,0,5,3
28,https://www.hiyd.com/bb/481/,0,5,4
29,https://www.hiyd.com/bb/494/,0,5,1
30,https://www.hiyd.com/bb/495/,0,5,5
31,https://www.hiyd.com/bb/496/,0,5,4
32,https://www.hiyd.com/bb/497/,0,5,4
33,https://www.hiyd.com/bb/498/,0,5,4
34,https://www.hiyd.com/bb/499/,0,5,4
35,https://www.hiyd.com/bb/500/,0,5,5
36,https://www.hiyd.com/bb/501/,0,5,3
37,https://www.hiyd.com/bb/502/,0,5,3
38,https://www.hiyd.com/bb/503/,0,5,2
39,https://www.hiyd.com/bb/504/,0,5,1
40,https://www.hiyd.com/bb/506/,0,5,1
41,https://www.hiyd.com/bb/507/,0,5,3
42,https://www.hiyd.com/bb/508/,0,5,1
43,https://www.hiyd.com/bb/509/,0,5,2
44,https://www.hiyd.com/bb/510/,0,5,2
45,https://www.hiyd.com/bb/511/,0,5,3
46,https://www.hiyd.com/bb/512/,0,5,3
47,https://www.hiyd.com/bb/513/,0,5,3
48,https://www.hiyd.com/bb/514/,0,5,3
49,https://www.hiyd.com/bb/515/,0,5,3
50,https://www.hiyd.com/bb/516/,0,5,3
51,https://www.hiyd.com/bb/517/,0,5,3
52,https://www.hiyd.com/bb/518/,0,5,3
53,https://www.hiyd.com/bb/519/,0,5,4
54,https://www.hiyd.com/bb/520/,0,5,3
55,https://www.hiyd.com/bb/521/,0,5,3
56,https://www.hiyd.com/bb/522/,0,5,4
57,https://www.hiyd.com/bb/523/,0,5,5
58,https://www.hiyd.com/bb/524/,0,5,5
59,https://www.hiyd.com/bb/525/,0,5,5
60,https://www.hiyd.com/bb/526/,0,5,5
61,https://www.hiyd.com/bb/527/,0,5,3
62,https://www.hiyd.com/bb/528/,0,5,4
63,https://www.hiyd.com/bb/529/,0,5,5
64,https://www.hiyd.com/bb/530/,0,0,4
65,https://www.hiyd.com/bb/531/,0,5,4
66,https://www.hiyd.com/bb/532/,0,5,5
67,https://www.hiyd.com/bb/533/,0,5,5
68,https://www.hiyd.com/bb/534/,0,5,5
69,https://www.hiyd.com/bb/535/,0,5,4
70,https://www.hiyd.com/bb/536/,0,5,4
71,https://www.hiyd.com/bb/537/,0,5,5
72,https://www.hiyd.com/bb/538/,0,5,5
73,https://www.hiyd.com/bb/539/,0,5,5
74,https://www.hiyd.com/bb/540/,0,5,3
75,https://www.hiyd.com/bb/541/,0,5,5
76,https://www.hiyd.com/bb/542/,0,5,5
77,https://www.hiyd.com/bb/543/,0,5,5
78,https://www.hiyd.com/bb/544/,0,5,5
79,https://www.hiyd.com/bb/545/,0,5,3
80,https://www.hiyd.com/bb/548/,0,5,2
81,https://www.hiyd.com/bb/549/,0,5,2
82,https://www.hiyd.com/bb/550/,0,5,2
83,https://www.hiyd.com/bb/551/,0,5,3
84,https://www.hiyd.com/bb/552/,0,5,3
85,https://www.hiyd.com/bb/553/,0,5,3
86,https://www.hiyd.com/bb/554/,0,5,3
87,https://www.hiyd.com/bb/555/,0,5,3
88,https://www.hiyd.com/bb/556/,0,5,3
89,https://www.hiyd.com/bb/557/,0,5,2
90,https://www.hiyd.com/bb/558/,0,5,4
91,https://www.hiyd.com/bb/559/,0,5,3
92,https://www.hiyd.com/bb/560/,0,5,3
93,https://www.hiyd.com/bb/561/,0,5,5
94,https://www.hiyd.com/bb/562/,ō,2,1
95,https://www.hiyd.com/bb/563/,ō,3,1
96,https://www.hiyd.com/bb/564/,ō,4,1
97,https://www.hiyd.com/bb/565/,ō,5,1
98,https://www.hiyd.com/bb/566/,场,2,1
99,https://www.hiyd.com/bb/567/,场,3,1
100,https://www.hiyd.com/bb/568/,场,4,1
101,https://www.hiyd.com/bb/569/,场,5,1
102,https://www.hiyd.com/bb/570/,璉场,2,1
103,https://www.hiyd.com/bb/571/,璉场,3,1
104,https://www.hiyd.com/bb/572/,璉场,4,1
105,https://www.hiyd.com/bb/573/,璉场,5,1
106,https://www.hiyd.com/bb/574/,籐场,2,1
107,https://www.hiyd.com/bb/575/,籐场,3,1
108,https://www.hiyd.com/bb/576/,籐场,4,1
109,https://www.hiyd.com/bb/577/,籐场,5,1
110,https://www.hiyd.com/bb/578/,场,2,1
111,https://www.hiyd.com/bb/579/,场,3,1
112,https://www.hiyd.com/bb/580/,场,4,1
113,https://www.hiyd.com/bb/581/,场,5,1
114,https://www.hiyd.com/bb/582/,0,2,1
115,https://www.hiyd.com/bb/583/,0,3,1
116,https://www.hiyd.com/bb/584/,0,4,1
117,https://www.hiyd.com/bb/585/,0,5,1
118,https://www.hiyd.com/bb/586/,繷,2,1
119,https://www.hiyd.com/bb/587/,繷,3,1
120,https://www.hiyd.com/bb/588/,繷,4,1
121,https://www.hiyd.com/bb/589/,繷,5,1
122,https://www.hiyd.com/bb/590/,繷,2,1
123,https://www.hiyd.com/bb/591/,繷,3,1
124,https://www.hiyd.com/bb/592/,繷,4,1
125,https://www.hiyd.com/bb/593/,繷,5,1
126,https://www.hiyd.com/bb/594/,ō,2,2
127,https://www.hiyd.com/bb/595/,ō,3,2
128,https://www.hiyd.com/bb/596/,ō,4,2
129,https://www.hiyd.com/bb/597/,ō,5,2
130,https://www.hiyd.com/bb/598/,场,2,2
131,https://www.hiyd.com/bb/599/,场,3,2
132,https://www.hiyd.com/bb/600/,场,4,2
133,https://www.hiyd.com/bb/601/,场,5,2
134,https://www.hiyd.com/bb/602/,璉场,2,2
135,https://www.hiyd.com/bb/603/,璉场,3,2
136,https://www.hiyd.com/bb/604/,璉场,4,2
137,https://www.hiyd.com/bb/605/,璉场,5,2
138,https://www.hiyd.com/bb/606/,籐场,2,2
139,https://www.hiyd.com/bb/607/,籐场,3,2
140,https://www.hiyd.com/bb/608/,籐场,4,2
141,https://www.hiyd.com/bb/609/,籐场,5,2
142,https://www.hiyd.com/bb/610/,场,2,2
143,https://www.hiyd.com/bb/611/,场,3,2
144,https://www.hiyd.com/bb/612/,场,4,2
145,https://www.hiyd.com/bb/613/,场,5,2
146,https://www.hiyd.com/bb/614/,0,2,2
147,https://www.hiyd.com/bb/615/,0,3,2
148,https://www.hiyd.com/bb/616/,0,4,2
149,https://www.hiyd.com/bb/617/,0,5,2
150,https://www.hiyd.com/bb/618/,繷,2,2
151,https://www.hiyd.com/bb/619/,繷,3,2
152,https://www.hiyd.com/bb/620/,繷,4,2
153,https://www.hiyd.com/bb/621/,繷,5,2
154,https://www.hiyd.com/bb/622/,繷,2,2
155,https://www.hiyd.com/bb/623/,繷,3,2
156,https://www.hiyd.com/bb/624/,繷,4,2
157,https://www.hiyd.com/bb/625/,繷,5,2
158,https://www.hiyd.com/bb/626/,ō,2,3
159,https://www.hiyd.com/bb/627/,ō,3,3
160,https://www.hiyd.com/bb/628/,ō,4,3
161,https://www.hiyd.com/bb/629/,ō,5,3
162,https://www.hiyd.com/bb/630/,场,2,3
163,https://www.hiyd.com/bb/631/,场,3,3
